scenario_id,hour,load_mw,thermal_dispatch_mw,wind_mw,solar_mw,storage_charge_mw,storage_discharge_mw,storage_soc_mwh,curtailment_mw,load_shed_mw
1,4983,8867.3378844,7450.0,16.1,1265.7,0.0,0.0,3932.0,0.0,135.5378843999997
1,4987,8488.237098,7526.0,52.400000000000006,0.0,0.0,764.9542059346215,432.0898555317173,0.0,144.88289206537866
1,4988,8389.1195784,7526.0,57.400000000000006,0.0,0.0,0.0,432.0898555317173,0.0,805.7195783999996
1,5008,9595.9810848,7563.0,171.7,1405.9,0.0,183.83110953462133,2922.652407708315,0.0,271.5499752653777
1,6065,8371.7764788,6829.0,17.2,738.5999999999999,0.0,365.1889955346222,2812.0682797748054,0.0,421.7874832653779
2,4985,9015.6539772,7501.0,10.5,614.5,0.0,0.0,3192.200854550483,0.0,889.6539771999996
2,4987,8488.237098,7501.0,52.400000000000006,0.0,0.0,715.3507203346221,1334.0974909127249,0.0,219.4863776653783
2,5010,9018.2148732,7521.0,426.1,355.7000000000001,0.0,82.16402193462103,867.8618604247416,0.0,633.2508512653785
2,5011,8694.383441999998,7521.0,393.5,0.0,0.0,0.0,867.8618604247416,0.0,779.8834419999985
3,4985,9015.6539772,7601.0,10.5,614.5,0.0,699.9679359346214,2648.889875434693,0.0,89.68604126537866
3,4989,8016.616429199999,7601.0,80.7,0.0,0.0,0.0,0.0,0.0,334.9164291999996
3,5056,8987.9883324,7146.0,221.8,1116.6000000000001,0.0,0.0,3930.164180181543,0.0,503.5883324000006
3,5061,7614.537266400001,7071.0,156.60000000000002,0.0,0.0,365.04323353462206,0.0,0.0,21.894032865377994
3,5080,8749.8293904,6736.0,156.79999999999998,1452.4,0.0,0.0,3434.6083105187395,0.0,404.6293904000004
3,5081,8611.393118399998,6736.0,147.3,1005.9,0.0,0.0,3434.6083105187395,0.0,722.1931183999977
3,5082,8245.8047028,6736.0,225.8,376.2000000000002,0.0,465.67444393462154,2943.7443468634774,0.0,442.1302588653789
4,4406,8449.4280096,6591.0,282.6,1541.3000000000004,0.0,0.0,3932.0,0.0,34.52800959999968
4,4407,8658.445244399998,6591.0,479.79999999999995,1157.4,0.0,0.0,3932.0,0.0,430.2452443999982
