scenario_id,hour,load_mw,net_load_mw,therm_avail_mw,vre_mw,shortfall_pre_mw,storage_discharge_mw,storage_charge_mw,storage_soc_mwh,load_shed_mw,curtailment_mw,action
1,4410,8120.400264,7830.700264,7681.0,289.7,149.70026400000006,0.0,0.0,0.0,149.70026400000006,0.0,idle
1,4411,7754.3039676,7738.5039676,7681.0,15.8,57.50396759999967,0.0,0.0,0.0,57.50396759999967,0.0,idle
1,4434,8203.307270399999,7767.907270399999,7646.0,435.3999999999999,121.9072703999991,0.0,0.0,0.0,121.9072703999991,0.0,idle
1,4435,7810.671411599999,7782.571411599999,7646.0,28.1,136.571411599999,0.0,0.0,0.0,136.571411599999,0.0,idle
1,4747,8226.9917112,7999.9917112,7949.0,226.99999999999994,50.99171120000028,0.0,0.0,0.0,50.99171120000028,0.0,idle
1,4769,9242.2925904,7763.392590400001,7614.0,1478.9,149.3925904000007,0.0,0.0,0.0,149.3925904000007,0.0,idle
1,4770,8865.122828399999,8028.022828399999,7614.0,837.1,414.0228283999986,0.0,0.0,0.0,414.0228283999986,0.0,idle
1,4771,8407.276507199998,7980.676507199998,7614.0,426.59999999999997,366.676507199998,0.0,0.0,0.0,366.676507199998,0.0,idle
1,4772,8135.808402,7748.708401999999,7614.0,387.1,134.7084019999993,0.0,0.0,0.0,134.7084019999993,0.0,idle
1,4818,8212.8931476,7784.1931476,7681.0,428.7,103.19314759999997,0.0,0.0,0.0,103.19314759999997,0.0,idle
1,4819,7909.6445459999995,7878.1445459999995,7681.0,31.500000000000004,197.14454599999954,0.0,0.0,0.0,197.14454599999954,0.0,idle
1,4820,7797.3279708,7753.2279708,7681.0,44.099999999999994,72.22797079999964,0.0,0.0,0.0,72.22797079999964,0.0,idle
1,4866,8683.9678032,8227.0678032,8021.0,456.9,206.06780319999962,0.0,0.0,0.0,206.06780319999962,0.0,idle
1,4867,8295.2250312,8075.3250312,8021.0,219.89999999999998,54.32503120000001,0.0,0.0,0.0,54.32503120000001,0.0,idle
1,4935,9613.691175599999,8069.5911756,8001.0,1544.0999999999997,68.59117559999868,0.0,0.0,0.0,68.59117559999868,0.0,idle
1,4937,9135.6166932,8069.1166932,8001.0,1066.5,68.11669319999965,0.0,0.0,0.0,68.11669319999965,0.0,idle
1,4938,8776.5207528,8312.5207528,8001.0,464.0,311.5207527999992,0.0,0.0,0.0,311.5207527999992,0.0,idle
1,4939,8460.8972676,8356.9972676,8001.0,103.9,355.99726759999976,0.0,0.0,0.0,355.99726759999976,0.0,idle
1,4940,8260.0971888,8131.897188800001,8001.0,128.2,130.89718880000055,0.0,0.0,0.0,130.89718880000055,0.0,idle
1,4961,8763.4158888,7762.1158888,7701.0,1001.3000000000004,61.115888799999084,0.0,0.0,0.0,61.115888799999084,0.0,idle
1,4962,8492.8597104,8088.7597104,7701.0,404.0999999999999,387.7597103999997,0.0,0.0,0.0,387.7597103999997,0.0,idle
1,4963,8276.877386400001,8244.277386400001,7701.0,32.599999999999994,543.277386400001,0.0,0.0,0.0,543.277386400001,0.0,idle
