scenario_id,hour,load_mw,net_load_mw,therm_avail_mw,vre_mw,shortfall_pre_mw,storage_discharge_mw,storage_charge_mw,storage_soc_mwh,load_shed_mw,curtailment_mw,action
1,1,4004.7982610400004,1872.8982610400003,7491.0,2131.9,0.0,0.0,1966.0,5797.11136396731,0.0,3652.1017389599992,p3
1,2,3913.2549872399995,1632.0549872399997,7491.0,2281.2,0.0,0.0,1966.0,7662.222727934621,0.0,3892.945012760001,p3
1,3,3896.607179999999,1782.0071799999992,7491.0,2114.6,0.0,0.0,212.69191992735537,7864.0,0.0,5496.300900072645,p3
1,4,3917.5179851999997,1862.0179851999997,7491.0,2055.5,0.0,0.0,0.0,7864.0,0.0,5628.9820148,idle
1,5,4083.4301196,2084.8301196,7491.0,1998.6,0.0,0.0,0.0,7864.0,0.0,5406.169880400001,idle
1,6,4406.6533284,2465.9533283999995,7491.0,1940.7000000000003,0.0,0.0,0.0,7864.0,0.0,5025.046671600001,idle
1,7,4738.2068628,3028.7068627999997,7491.0,1709.4999999999998,0.0,0.0,0.0,7864.0,0.0,4462.2931372,idle
1,8,4784.1112872,2608.2112872000002,7471.0,2175.9,0.0,0.0,0.0,7864.0,0.0,4862.788712799999,idle
1,9,4803.2066784,2280.3066783999993,7471.0,2522.9000000000005,0.0,0.0,0.0,7864.0,0.0,5190.693321600002,idle
1,10,4838.8035432,2401.8035431999997,7471.0,2437.0,0.0,0.0,0.0,7864.0,0.0,5069.1964568,idle
1,11,4827.7072152,2572.2072152000005,7471.0,2255.4999999999995,0.0,0.0,0.0,7864.0,0.0,4898.7927848,idle
1,12,4816.8334595999995,2719.8334596,7471.0,2096.9999999999995,0.0,0.0,0.0,7864.0,0.0,4751.1665404000005,idle
1,13,4776.9564792,2752.4564791999996,7471.0,2024.5000000000005,0.0,0.0,0.0,7864.0,0.0,4718.5435208,idle
1,14,4750.25538,2831.7553799999996,7471.0,1918.5,0.0,0.0,0.0,7864.0,0.0,4639.24462,idle
1,15,4715.077364400001,3220.277364400001,7526.0,1494.8000000000002,0.0,0.0,0.0,7864.0,0.0,4305.722635599998,idle
1,16,4695.361044,3748.1610440000004,7526.0,947.2,0.0,0.0,0.0,7864.0,0.0,3777.8389560000005,idle
1,17,4868.9199264,4727.0199264,7526.0,141.9,0.0,1966.0,0.0,5791.654040036322,0.0,4764.9800736,p2
1,18,5493.6686712,4837.8686712,7526.0,655.8,0.0,1966.0,0.0,3719.308080072644,0.0,4654.131328799999,p2
1,19,5465.2725192,4702.7725192,7526.0,762.5,0.0,1966.0,0.0,1646.9621201089658,0.0,4789.2274808,p2
1,20,5339.2777848000005,4320.1777848,7526.0,1019.1,0.0,0.0,0.0,1646.9621201089658,0.0,3205.8222152,idle
1,21,5150.182971599999,3902.0829715999994,7526.0,1248.1,0.0,0.0,0.0,1646.9621201089658,0.0,3623.917028400001,idle
1,22,4819.46025,3390.2602500000003,7526.0,1429.1999999999998,0.0,0.0,0.0,1646.9621201089658,0.0,4135.739750000001,idle
1,23,4448.5387044,2894.3387044,7526.0,1554.1999999999998,0.0,0.0,0.0,1646.9621201089658,0.0,4631.661295600001,idle
1,24,4144.31624196,2705.6162419600005,7526.0,1438.7,0.0,0.0,0.0,1646.9621201089658,0.0,4820.38375804,idle
1,25,3965.1869644800004,2524.6869644800004,7526.0,1440.5,0.0,0.0,0.0,1646.9621201089658,0.0,5001.313035519999,idle
1,26,3886.57714164,2440.77714164,7526.0,1445.8,0.0,0.0,1966.0,3512.073484076276,0.0,3119.2228583599995,p3
1,27,3847.73455236,2431.83455236,7526.0,1415.8999999999999,0.0,0.0,1966.0,5377.1848480435865,0.0,3128.1654476399995,p3
1,28,3871.141843199999,2467.641843199999,7526.0,1403.5,0.0,0.0,1966.0,7242.296212010897,0.0,3092.358156800001,p3
1,29,4008.2122596,2592.9122595999997,7526.0,1415.3000000000002,0.0,0.0,0.0,7242.296212010897,0.0,4933.087740399999,idle
1,30,4307.4130536,2845.1130536,7526.0,1462.3,0.0,0.0,0.0,7242.296212010897,0.0,4680.886946399999,idle
1,31,4627.8947424,3150.4947423999997,7526.0,1477.4,0.0,0.0,0.0,7242.296212010897,0.0,4375.5052576,idle
1,32,4640.1984864,2343.4984864,7526.0,2296.7,0.0,0.0,655.3333333333331,7864.0,0.0,4527.168180266667,p3
1,33,4697.0393568,1849.4393567999996,7526.0,2847.6000000000004,0.0,0.0,0.0,7864.0,0.0,5676.5606432,idle
1,34,4752.8463384,1561.8463383999997,7526.0,3191.0,0.0,0.0,0.0,7864.0,0.0,5964.1536616,idle
1,35,4800.233277599999,1449.6332776,7506.0,3350.5999999999995,0.0,0.0,0.0,7864.0,0.0,6056.366722399999,idle
1,36,4838.5760676,1442.6760676000004,7861.0,3395.8999999999996,0.0,0.0,0.0,7864.0,0.0,6418.3239324,idle
1,37,4837.039447200001,1466.7394472000005,7861.0,3370.3,0.0,0.0,0.0,7864.0,0.0,6394.260552799999,idle
1,38,4859.6311835999995,1664.2311835999994,7861.0,3195.4,0.0,0.0,0.0,7864.0,0.0,6196.7688164,idle
1,39,4842.1269936,1959.2269936000002,7861.0,2882.8999999999996,0.0,0.0,0.0,7864.0,0.0,5901.7730064,idle
1,40,4792.7667252,2437.4667252,7861.0,2355.3,0.0,0.0,0.0,7864.0,0.0,5423.533274799999,idle
1,41,4936.7238276,3256.5238276,7861.0,1680.1999999999998,0.0,0.0,0.0,7864.0,0.0,4604.476172400001,idle
1,42,5449.524790799999,3891.8247907999994,7861.0,1557.6999999999996,0.0,0.0,0.0,7864.0,0.0,3969.1752091999997,idle
1,43,5423.285789999999,3866.785789999999,7861.0,1556.5,0.0,0.0,0.0,7864.0,0.0,3994.214210000001,idle
1,44,5275.353776399999,3758.9537763999992,7861.0,1516.4,0.0,0.0,0.0,7864.0,0.0,4102.0462236,idle
1,45,5076.4985256,3600.6985256,7861.0,1475.8,0.0,0.0,0.0,7864.0,0.0,4260.301474399999,idle
1,46,4754.1702743999995,3123.070274399999,7861.0,1631.1000000000001,0.0,0.0,0.0,7864.0,0.0,4737.929725600001,idle
1,47,4385.5470444,2540.4470444,7861.0,1845.1000000000001,0.0,0.0,0.0,7864.0,0.0,5320.5529556,idle
1,48,4090.6588675199996,2239.45886752,7861.0,1851.1999999999998,0.0,0.0,0.0,7864.0,0.0,5621.541132480001,idle
1,49,3921.7511077199997,2028.5511077199997,7861.0,1893.2,0.0,0.0,0.0,7864.0,0.0,5832.448892280001,idle
1,50,3829.75936944,1706.2593694399998,7861.0,2123.5,0.0,0.0,0.0,7864.0,0.0,6154.74063056,idle
1,51,3798.97517016,1451.1751701599997,7861.0,2347.8,0.0,0.0,0.0,7864.0,0.0,6409.824829839999,idle
1,52,3820.30519608,1448.3051960799999,7861.0,2372.0,0.0,0.0,0.0,7864.0,0.0,6412.69480392,idle
1,53,3939.9458988,1714.5458988,7861.0,2225.4,0.0,0.0,0.0,7864.0,0.0,6146.454101199999,idle
1,54,4238.6000724,2038.6000723999996,7881.0,2200.0,0.0,0.0,0.0,7864.0,0.0,5842.3999276,idle
1,55,4560.2785956,2288.2785956,7881.0,2272.0,0.0,0.0,0.0,7864.0,0.0,5592.7214044,idle
1,56,4598.0027688,1530.5027688,7881.0,3067.5,0.0,0.0,0.0,7864.0,0.0,6350.4972312,idle
1,57,4710.014912400001,1281.4149124000005,7881.0,3428.6000000000004,0.0,0.0,0.0,7864.0,0.0,6599.5850875999995,idle
1,58,4773.6908628,1154.9908628000003,7881.0,3618.7,0.0,0.0,0.0,7864.0,0.0,6726.009137200001,idle
1,59,4848.0430644,1148.6430644000002,7881.0,3699.3999999999996,0.0,0.0,0.0,7864.0,0.0,6732.3569356,idle
1,60,4891.3219992,990.3219992000004,7861.0,3901.0,0.0,0.0,0.0,7864.0,0.0,6870.6780008,idle
1,61,4890.7715904,1343.3715903999991,7861.0,3547.4000000000005,0.0,0.0,0.0,7864.0,0.0,6517.628409600002,idle
