scenario_id,hour,load_mw,thermal_dispatch_mw,wind_mw,solar_mw,storage_charge_mw,storage_discharge_mw,storage_soc_mwh,curtailment_mw,load_shed_mw
1,1,4004.7982610400004,1872.8982610400003,2131.9,0.0,0.0,0.0,1966.0,0.0,0.0
1,2,3913.2549872399995,1829.0,2281.2,0.0,196.94501276000028,0.0,2152.838444239758,0.0,0.0
1,3,3896.607179999999,2151.110749809654,2114.6,0.0,369.1035698096549,0.0,2503.0008361689993,0.0,0.0
1,4,3917.5179851999997,2179.0,2055.5,0.0,316.98201480000034,0.0,2803.7163793921604,0.0,0.0
1,5,4083.4301196,2084.8301196,1998.6,0.0,0.0,0.0,2803.7163793921604,0.0,0.0
1,6,4406.6533284,2465.9533283999995,1940.7000000000003,0.0,0.0,0.0,2803.7163793921604,0.0,0.0
1,7,4738.2068628,3028.7068627999997,1709.4999999999998,0.0,0.0,0.0,2803.7163793921604,0.0,0.0
1,8,4784.1112872,2608.2112872000002,1358.9,816.9999999999999,0.0,0.0,2803.7163793921604,0.0,0.0
1,9,4803.2066784,2280.3066783999993,1165.2,1357.7000000000003,0.0,0.0,2803.7163793921604,0.0,0.0
1,10,4838.8035432,2401.8035431999997,775.3,1661.6999999999998,0.0,0.0,2803.7163793921604,0.0,0.0
1,11,4827.7072152,2572.2072152000005,424.19999999999993,1831.2999999999995,0.0,0.0,2803.7163793921604,0.0,0.0
1,12,4816.8334595999995,2719.8334596,234.10000000000002,1862.8999999999996,0.0,0.0,2803.7163793921604,0.0,0.0
1,13,4776.9564792,2752.4564791999996,194.60000000000002,1829.9000000000003,0.0,0.0,2803.7163793921604,0.0,0.0
1,14,4750.25538,2831.7553799999996,213.6,1704.9,0.0,0.0,2803.7163793921604,0.0,0.0
1,15,4715.077364400001,3220.277364400001,62.0,1432.8000000000002,0.0,0.0,2803.7163793921604,0.0,0.0
1,16,4695.361044,3748.1610440000004,114.9,832.3000000000001,0.0,0.0,2803.7163793921604,0.0,0.0
1,17,4868.9199264,3982.0,141.9,0.0,0.0,745.0199264000003,2018.3964228471566,0.0,0.0
1,18,5493.6686712,3982.0,655.8,0.0,0.0,855.8686711999999,1116.2316298559047,0.0,0.0
1,19,5465.2725192,3982.0,762.5,0.0,0.0,720.7725191999998,356.4706846794234,0.0,0.0
1,20,5339.2777848000005,3982.0,1019.1,0.0,0.0,338.17778480000015,-0.0,0.0,0.0
1,21,5150.182971599999,3902.0829715999994,1248.1,0.0,0.0,0.0,0.0,0.0,0.0
1,22,4819.46025,3390.2602500000003,1429.1999999999998,0.0,0.0,0.0,0.0,0.0,0.0
1,23,4448.5387044,2894.3387044,1554.1999999999998,0.0,0.0,0.0,-0.0,0.0,0.0
1,24,4144.31624196,2705.6162419600005,1438.7,0.0,0.0,0.0,-0.0,0.0,0.0
1,25,3965.1869644800004,2524.6869644800004,1440.5,0.0,0.0,0.0,-0.0,0.0,0.0
1,26,3886.57714164,2440.77714164,1445.8,0.0,0.0,0.0,-0.0,0.0,0.0
1,27,3847.73455236,2431.83455236,1415.8999999999999,0.0,0.0,0.0,-0.0,0.0,0.0
1,28,3871.141843199999,2467.641843199999,1403.5,0.0,0.0,0.0,-0.0,0.0,0.0
1,29,4008.2122596,2592.9122595999997,1415.3000000000002,0.0,0.0,0.0,-0.0,0.0,0.0
1,30,4307.4130536,2845.1130536,1462.3,0.0,0.0,0.0,-0.0,0.0,0.0
1,31,4627.8947424,3150.4947423999997,1477.4,0.0,0.0,0.0,-0.0,0.0,0.0
1,32,4640.1984864,2343.4984864,1479.6999999999998,816.9999999999999,0.0,0.0,-0.0,0.0,0.0
1,33,4697.0393568,1849.4393567999996,1488.0,1359.6000000000001,0.0,0.0,-0.0,0.0,0.0
1,34,4752.8463384,1829.0,1514.3,1676.6999999999998,267.1536616000003,0.0,253.44421677295918,0.0,0.0
1,35,4800.233277599999,1829.0,1522.1999999999998,1828.3999999999999,379.36672240000007,0.0,613.343090150005,0.0,0.0
1,36,4838.5760676,1829.0,1518.8,1877.0999999999995,386.32393239999965,0.0,979.8421524550804,0.0,0.0
1,37,4837.039447200001,1829.0,1534.5,1835.8000000000004,362.26055279999946,0.0,1323.512688438986,0.0,0.0
1,38,4859.6311835999995,1829.0,1497.3,1698.1000000000001,164.76881640000056,0.0,1479.826112597218,0.0,0.0
1,39,4842.1269936,1959.2269936000002,1465.8999999999999,1417.0,0.0,0.0,1479.826112597218,0.0,0.0
1,40,4792.7667252,2437.4667252,1525.8,829.5000000000001,0.0,0.0,1479.826112597218,0.0,0.0
1,41,4936.7238276,3256.5238276,1680.1999999999998,0.0,0.0,0.0,1479.826112597218,0.0,0.0
1,42,5449.524790799999,3272.0,1557.6999999999996,0.0,0.0,619.8247907999994,826.473416208759,0.0,0.0
1,43,5423.285789999999,3627.0,1556.5,0.0,0.0,239.785789999999,573.7170005611513,0.0,0.0
1,44,5275.353776399999,3543.376565759998,1516.4,0.0,0.0,215.57721064000162,346.47866814505454,0.0,0.0
1,45,5076.4985256,3272.0,1475.8,0.0,0.0,328.6985255999998,-0.0,0.0,0.0
1,46,4754.1702743999995,3123.070274399999,1631.1000000000001,0.0,0.0,0.0,0.0,0.0,0.0
1,47,4385.5470444,2540.4470444,1845.1000000000001,0.0,0.0,0.0,-0.0,0.0,0.0
1,48,4090.6588675199996,2239.45886752,1851.1999999999998,0.0,0.0,0.0,-0.0,0.0,0.0
1,49,3921.7511077199997,2028.5511077199997,1893.2,0.0,0.0,0.0,-0.0,0.0,0.0
1,50,3829.75936944,1706.2593694399998,2123.5,0.0,0.0,0.0,-0.0,0.0,0.0
1,51,3798.97517016,1677.0,2347.8,0.0,225.82482984000035,0.0,214.23624435430762,0.0,0.0
1,52,3820.30519608,1677.0,2372.0,0.0,228.69480392000014,0.0,431.19518518414895,0.0,0.0
1,53,3939.9458988,1829.0,2225.4,0.0,114.45410119999997,0.0,539.7758793859722,0.0,0.0
1,54,4238.6000724,2038.6000723999996,2200.0,0.0,0.0,0.0,539.7758793859722,0.0,0.0
1,55,4560.2785956,2288.2785956,2272.0,0.0,0.0,0.0,539.7758793859722,0.0,0.0
1,56,4598.0027688,1683.0929669673567,2262.9,804.5999999999998,152.59019816735668,0.0,684.5356518335616,0.0,0.0
1,57,4710.014912400001,1677.0,2090.9,1337.7000000000003,395.5850875999995,0.0,1059.8206173975304,0.0,0.0
1,58,4773.6908628,1829.0,1963.9999999999998,1654.7,674.0091371999997,0.0,1699.2418285926074,0.0,0.0
1,59,4848.0430644,1677.0,1899.8999999999999,1799.5,528.3569355999998,0.0,2200.485228805478,0.0,0.0
1,60,4891.3219992,1829.0,2061.4,1839.6,838.6780007999996,0.0,2996.1250406068334,0.0,0.0
1,61,4890.7715904,1829.0,1749.3000000000002,1798.1000000000004,485.62840960000085,0.0,3456.832601853188,0.0,0.0
1,62,4897.967706,1829.0,1850.6999999999998,1672.3999999999996,454.1322939999991,0.0,3887.6603242763526,0.0,0.0
1,63,4883.161878,1829.0,1685.8,1415.1000000000001,46.7381220000002,0.0,3932.0,0.0,0.0
1,64,4831.6761336,2437.8761336,1553.6,840.2,0.0,0.0,3932.0,0.0,0.0
1,65,4771.5747252,3272.0,1314.9,0.0,0.0,184.6747252,3737.335747367435,0.0,0.0
1,66,5342.1599076,3851.8599076,507.29999999999995,0.0,0.0,983.0,2701.162767385596,0.0,0.0
1,67,5244.326181599999,3724.3261815999986,537.0,0.0,0.0,983.0,1664.989787403757,0.0,0.0
1,68,5072.2114956000005,3340.4114956000003,748.8000000000001,0.0,0.0,983.0,628.8168074219179,0.0,0.0
1,69,4885.5349320000005,3482.5198458253785,1211.8,0.0,0.0,191.21508617462172,427.2584089895253,0.0,0.0
1,70,4655.6474532,3272.0,1362.3,0.0,0.0,21.347453200000018,404.7562175375753,0.0,0.0
1,71,4368.0612828,3080.5612828000003,1287.5,0.0,0.0,0.0,404.7562175375753,0.0,0.0
1,72,4109.9494428,3039.4494428,1070.5,0.0,0.0,0.0,404.7562175375753,0.0,0.0
1,73,3926.9128384799997,3451.5128384799996,475.4000000000001,0.0,0.0,0.0,404.7562175375753,0.0,0.0
1,74,3834.6578125200003,3568.5578125200004,266.1,0.0,0.0,0.0,404.7562175375753,0.0,0.0
1,75,3790.5641162399993,3627.0,149.6,0.0,0.0,13.964116239999385,390.03674659432716,0.0,0.0
1,76,3772.39584816,3569.89584816,202.5,0.0,0.0,0.0,390.03674659432716,0.0,0.0
1,77,3835.79035404,3524.8903540399997,310.9,0.0,0.0,0.0,390.03674659432716,0.0,0.0
1,78,3972.2634624,3627.0,289.40000000000003,0.0,0.0,55.86346240000012,331.15148687193494,0.0,0.0
1,79,4119.847056,3627.0,187.99999999999997,0.0,0.0,304.8470559999996,9.814475219635696,0.0,0.0
1,80,4148.7443376,3108.7443376,217.10000000000002,822.9,0.0,0.0,9.814475219635696,0.0,0.0
1,81,4256.1715871999995,2687.4715871999997,195.10000000000002,1373.6,0.0,0.0,9.814475219635696,0.0,0.0
1,82,4347.531753599999,2496.5317536,160.0,1690.9999999999995,0.0,0.0,9.814475219635696,0.0,0.0
1,83,4378.0266936,2379.7266935999996,156.9,1841.4,0.0,0.0,9.814475219635696,0.0,0.0
1,84,4348.3939715999995,2164.1939715999997,299.6,1884.5999999999997,0.0,0.0,9.814475219635696,0.0,0.0
1,85,4334.114957999999,1949.3149579999995,535.4,1849.3999999999999,0.0,0.0,9.814475219635696,0.0,0.0
1,86,4263.8330808,1829.0,820.0000000000001,1719.0,104.16691919999994,0.0,108.63589167405303,0.0,0.0
1,87,4222.9689,1753.0,1373.0,1415.6000000000004,318.6311000000005,0.0,410.9158944835166,0.0,0.0
1,88,4188.696726,2100.696726,1209.1,878.9000000000001,0.0,0.0,410.9158944835166,0.0,0.0
1,89,4371.114609599999,3551.0,757.1,0.0,0.0,63.0146095999994,344.4926637494132,0.0,0.0
1,90,4886.3144364,3551.0,1008.4999999999999,0.0,0.0,326.8144364,-0.0,0.0,0.0
1,91,4911.9864768,3443.8864768,1468.1,0.0,0.0,0.0,-0.0,0.0,0.0
1,92,4810.2139284,2864.8139284000003,1945.4,0.0,0.0,0.0,0.0,0.0,0.0
1,93,4672.053705599999,2392.0537055999994,2280.0,0.0,0.0,0.0,0.0,0.0,0.0
1,94,4482.4426692,2019.1426692,2463.2999999999997,0.0,0.0,0.0,-0.0,0.0,0.0
1,95,4249.891386,1759.7913860000003,2490.1,0.0,0.0,0.0,-0.0,0.0,0.0
1,96,4056.2384161200002,1693.3384161200001,2362.9,0.0,0.0,0.0,-0.0,0.0,0.0
1,97,3906.3745312799997,1536.7745312799993,2369.6000000000004,0.0,0.0,0.0,-0.0,0.0,0.0
1,98,3823.55524824,1410.7552482399997,2412.8,0.0,0.0,0.0,-0.0,0.0,0.0
1,99,3784.1291311200002,1396.32913112,2387.8,0.0,0.0,0.0,-0.0,0.0,0.0
1,100,3786.65857116,1387.15857116,2399.5,0.0,0.0,0.0,-0.0,0.0,0.0
1,101,3832.8241720799997,1449.0241720799995,2383.8,0.0,0.0,0.0,-0.0,0.0,0.0
1,102,3932.0100804,1551.8100804,2380.2,0.0,0.0,0.0,-0.0,0.0,0.0
1,103,4052.0319,1650.3319000000001,2401.7,0.0,0.0,0.0,-0.0,0.0,0.0
1,104,4045.3224551999997,1020.0,2328.1000000000004,822.3999999999999,125.1775448000003,0.0,118.75384604273023,0.0,0.0
1,105,4100.7846444,1041.201985927354,2204.0,1374.4,518.8173415273543,0.0,610.9471926887005,0.0,0.0
1,106,4151.79363,1133.5936299999994,2320.3,1680.9000000000003,983.0,0.0,1543.5028746723556,0.0,0.0
1,107,4160.1723444,1193.5723444000005,2105.1,1844.4999999999998,983.0,0.0,2476.0585566560108,0.0,0.0
1,108,4153.2240204,1370.0,1620.9,1888.5,726.1759796000001,0.0,3164.9695799480014,0.0,0.0
1,109,4131.471761999999,1370.0,1543.6,1869.8000000000002,651.9282380000009,0.0,3783.4430108661027,0.0,0.0
1,110,4110.9713976,1043.5713975999997,1320.0000000000002,1747.4000000000003,0.0,0.0,3783.4430108661027,0.0,0.0
1,111,4101.707184,1370.0,1403.5,1484.8000000000002,156.5928160000003,0.0,3932.0,0.0,0.0
1,112,4095.6341723999994,2015.2341723999994,1196.3000000000002,884.1,0.0,0.0,3932.0,0.0,0.0
1,113,4300.7641788,3378.8641788,921.9,0.0,0.0,0.0,3932.0,0.0,0.0
1,114,4842.511248,3518.2112479999996,341.3,0.0,0.0,983.0,2895.827020018161,0.0,0.0
1,115,4934.885171999999,3591.3851719999993,360.5,0.0,0.0,983.0,1859.654040036322,0.0,0.0
1,116,4868.569763999999,3427.0,498.7,0.0,0.0,942.8697639999991,865.7820429878454,0.0,0.0
1,117,4696.281462,3233.9261092653796,789.3,0.0,0.0,673.0553527346203,156.31940765136596,0.0,0.0
1,118,4449.4976112,3427.0,874.2,0.0,0.0,148.29761120000057,0.0,0.0,0.0
1,119,4163.761551479999,3060.5615514799993,1103.2,0.0,0.0,0.0,0.0,0.0,0.0
1,120,3962.57915808,2452.97915808,1509.6,0.0,0.0,0.0,0.0,0.0,0.0
1,121,3832.1840965199995,1896.4840965199996,1935.6999999999998,0.0,0.0,0.0,-0.0,0.0,0.0
1,122,3786.8701811999995,1813.0701811999993,1973.8000000000002,0.0,0.0,0.0,-0.0,0.0,0.0
1,123,3766.5418812,1758.4418811999997,2008.1000000000001,0.0,0.0,0.0,-0.0,0.0,0.0
1,124,3819.6742043999993,1578.4742043999995,2241.2,0.0,0.0,0.0,-0.0,0.0,0.0
1,125,4008.4593012,1779.5593012,2228.9,0.0,0.0,0.0,-0.0,0.0,0.0
1,126,4370.1509160000005,2105.4509160000007,2264.7,0.0,0.0,0.0,-0.0,0.0,0.0
1,127,4740.937062,2529.037062,2211.9,0.0,0.0,0.0,0.0,0.0,0.0
1,128,4743.6256631999995,1657.4256631999992,2250.3,835.9000000000001,0.0,0.0,-0.0,0.0,0.0
1,129,4756.1728044,1370.0,2353.1,1397.6,364.5271955999997,0.0,345.82086215091243,0.0,0.0
1,130,4795.5957996,1370.0,2428.2,1729.4000000000003,732.0042004000006,0.0,1040.2610211732142,0.0,0.0
1,131,4837.2968172,1370.0,2360.8999999999996,1894.5999999999995,788.203182799999,0.0,1788.0162161658293,0.0,0.0
1,132,4846.093066799999,1370.0,2301.5,1950.0999999999997,775.5069332000003,0.0,2523.726691215045,0.0,0.0
1,133,4786.736139600001,1370.0,2202.2,1906.1,691.5638603999987,0.0,3179.8017751118605,0.0,0.0
1,134,4741.9627908,1370.0,2071.2,1765.3999999999994,464.63720919999923,0.0,3620.595335132702,0.0,0.0
1,135,4740.8020368,1370.0,2025.0,1468.8,122.99796320000041,0.0,3737.281448514774,0.0,0.0
1,136,4706.7942144,1762.5942144,2052.8,891.3999999999999,0.0,0.0,3737.281448514774,0.0,0.0
1,137,4858.8272004,2689.0,2096.4,0.0,0.0,73.42720039999995,3659.8823833568986,0.0,0.0
1,138,5445.9185604,2420.1185604,2042.8,0.0,0.0,983.0,2623.7094033750595,0.0,0.0
1,139,5481.25377,2480.5537700000004,2017.7,0.0,0.0,983.0,1587.5364233932205,0.0,0.0
1,140,5343.9969384,2652.474854880001,1987.2,0.0,0.0,704.3220835199986,845.1157599670407,0.0,0.0
1,141,5156.403280799999,2334.0,2021.7,0.0,0.0,800.7032807999994,1.1003942012516292,0.0,0.0
1,142,4835.843925599999,2689.0,2145.8,0.0,0.0,1.0439255999990564,0.0,0.0,0.0
1,143,4433.5087128000005,2314.9087128,2118.6000000000004,0.0,0.0,0.0,-0.0,0.0,0.0
1,144,4167.655385999999,2046.1553859999995,2121.5,0.0,0.0,0.0,-0.0,0.0,0.0
1,145,3958.9905995999998,1679.3905995999999,2279.6,0.0,0.0,0.0,-0.0,0.0,0.0
1,146,3890.3223467999997,1458.2223467999997,2432.1,0.0,0.0,0.0,-0.0,0.0,0.0
1,147,3873.9744072,1390.4744071999999,2483.5,0.0,0.0,0.0,-0.0,0.0,0.0
1,148,3929.0295023999993,1442.229502399999,2486.8,0.0,0.0,0.0,-0.0,0.0,0.0
1,149,4122.4666668,1635.7666668000002,2486.7,0.0,0.0,0.0,-0.0,0.0,0.0
1,150,4491.5912327999995,2010.8912327999992,2480.7000000000003,0.0,0.0,0.0,-0.0,0.0,0.0
1,151,4871.6253,2378.7253,2492.8999999999996,0.0,0.0,0.0,0.0,0.0,0.0
1,152,4860.582918,1523.6829179999995,2485.3,851.6000000000001,0.0,0.0,-0.0,0.0,0.0
1,153,4808.9135375999995,1020.0,2481.7000000000003,1384.3,77.08646240000053,0.0,73.13063938467943,0.0,0.0
1,154,4788.1010651999995,1020.0,2468.6,1683.0,383.4989348000008,0.0,436.94967364960314,0.0,0.0
1,155,4679.6821236,1370.0,2410.6,1831.1999999999996,932.1178763999997,0.0,1321.234334804596,0.0,0.0
1,156,4808.2802856,1370.0,2389.7999999999997,1879.8000000000002,831.3197144000005,0.0,2109.8934631959996,0.0,0.0
1,157,4793.30991,1370.0,2385.4,1871.6999999999998,833.7900900000004,0.0,2900.8961956590347,0.0,0.0
1,158,4750.1999964,1370.0,2380.2000000000003,1743.6999999999998,743.7000036,0.0,3606.431967834462,0.0,0.0
1,159,4731.1244988,1168.2434299273536,2418.4,1485.3000000000002,340.81893112735395,0.0,3929.761195454411,0.0,0.0
1,160,4709.5400928,1370.0,2441.4,900.5,2.3599072000001797,0.0,3932.0,0.0,0.0
1,161,4873.213225199999,2431.213225199999,2442.0,0.0,0.0,0.0,3932.0,0.0,0.0
1,162,5428.1481852,2334.0,2410.8,0.0,0.0,683.3481851999995,3211.6877666084793,0.0,0.0
1,163,5463.7090296,2334.0,2490.7,0.0,0.0,639.0090295999998,2538.1131069584944,0.0,0.0
1,164,5347.7075364,2472.1634756653793,2491.8999999999996,0.0,0.0,383.644060734621,2133.7167593860368,0.0,0.0
1,165,5171.336995199999,2679.1369951999995,2492.2,0.0,0.0,0.0,2133.7167593860368,0.0,0.0
1,166,4845.008332799999,2414.708332799999,2430.3,0.0,0.0,0.0,2133.7167593860368,0.0,0.0
1,167,4446.490374,1970.990374,2475.5,0.0,0.0,0.0,2133.7167593860368,0.0,0.0
1,168,4178.2156212,1846.4156211999998,2331.8,0.0,0.0,0.0,2133.7167593860368,0.0,0.0
1,169,4012.9100423999994,2101.6100423999997,1911.3,0.0,0.0,0.0,2133.7167593860368,0.0,0.0
1,170,3952.562478,1773.5624779999998,2179.0,0.0,0.0,0.0,2133.7167593860368,0.0,0.0
