scenario_id,hour,load_mw,thermal_available_mw,wind_mw,solar_mw,storage_charge_mw,storage_discharge_mw,storage_soc_mwh,load_shed_mw
1,1,3337.3318842000003,7491.0,2131.9,0.0,819.0,0.0,2414.971621103371,0.0
1,2,3261.0458227,7491.0,2281.2,0.0,819.0,0.0,3191.943242206742,0.0
1,3,3247.1726499999995,7491.0,2114.6,0.0,88.60360245193462,0.0,3276.0,0.0
1,4,3264.598321,7491.0,2055.5,0.0,0.0,0.0,3276.0,0.0
1,5,3402.8584330000003,7491.0,1998.6,0.0,0.0,0.0,3276.0,0.0
1,6,3672.211107,7491.0,1940.7000000000003,0.0,0.0,0.0,3276.0,0.0
1,7,3948.505719,7491.0,1709.4999999999998,0.0,0.0,0.0,3276.0,0.0
1,8,3986.759406,7471.0,1358.9,816.9999999999999,0.0,0.0,3276.0,0.0
1,9,4002.6722320000003,7471.0,1165.2,1357.7000000000003,0.0,0.0,3276.0,0.0
1,10,4032.3362859999997,7471.0,775.3,1661.6999999999998,0.0,0.0,3276.0,0.0
1,11,4023.089346,7471.0,424.19999999999993,1831.2999999999995,0.0,0.0,3276.0,0.0
1,12,4014.0278829999997,7471.0,234.10000000000002,1862.8999999999996,0.0,0.0,3276.0,0.0
1,13,3980.797066,7471.0,194.60000000000002,1829.9000000000003,0.0,0.0,3276.0,0.0
1,14,3958.5461499999997,7471.0,213.6,1704.9,0.0,0.0,3276.0,0.0
1,15,3929.2311370000007,7526.0,62.0,1432.8000000000002,0.0,0.0,3276.0,0.0
1,16,3912.80087,7526.0,114.9,832.3000000000001,0.0,0.0,3276.0,0.0
1,17,4057.433272,7526.0,141.9,0.0,0.0,819.0,2412.6981987740323,0.0
1,18,4578.057226,7526.0,655.8,0.0,0.0,819.0,1549.3963975480647,0.0
1,19,4554.393766,7526.0,762.5,0.0,0.0,819.0,686.0945963220971,0.0
1,20,4449.398154,7526.0,1019.1,0.0,0.0,0.0,686.0945963220971,0.0
1,21,4291.819143,7526.0,1248.1,0.0,0.0,0.0,686.0945963220971,0.0
1,22,4016.216875,7526.0,1429.1999999999998,0.0,0.0,0.0,686.0945963220971,0.0
1,23,3707.1155870000002,7526.0,1554.1999999999998,0.0,0.0,0.0,686.0945963220971,0.0
1,24,3453.5968683,7526.0,1438.7,0.0,0.0,0.0,686.0945963220971,0.0
1,25,3304.3224704000004,7526.0,1440.5,0.0,0.0,0.0,686.0945963220971,0.0
1,26,3238.8142847,7526.0,1445.8,0.0,0.0,0.0,686.0945963220971,0.0
1,27,3206.4454603000004,7526.0,1415.8999999999999,0.0,0.0,0.0,686.0945963220971,0.0
1,28,3225.9515359999996,7526.0,1403.5,0.0,0.0,0.0,686.0945963220971,0.0
1,29,3340.176883,7526.0,1415.3000000000002,0.0,0.0,0.0,686.0945963220971,0.0
1,30,3589.510878,7526.0,1462.3,0.0,0.0,0.0,686.0945963220971,0.0
1,31,3856.578952,7526.0,1477.4,0.0,0.0,0.0,686.0945963220971,0.0
1,32,3866.832072,7526.0,1479.6999999999998,816.9999999999999,819.0,0.0,1463.066217425468,0.0
1,33,3914.199464,7526.0,1488.0,1359.6000000000001,819.0,0.0,2240.0378385288386,0.0
1,34,3960.705282,7526.0,1514.3,1676.6999999999998,819.0,0.0,3017.0094596322097,0.0
